Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
group_3095,,Peptidase S41 family;putative protein,11,11,1.0,1,4571,,,,582,882,691.0909090909091,FHNNJA_12850,,HCJMML_02280,,JEILEN_02380,JBIPMC_02295,PEDMFB_13375,PMCJLP_02170,MIJGKE_13310,JCNBHB_13315,CGGMPE_13015,LOEDCI_02540,FNCLAJ_02170
group_3094,;ccmA,AAA family ATPase;ABC transporter ATP-binding protein;heme ABC exporter ATP-binding protein CcmA,11,12,1.0909090909090908,1,4570,,,,447,1416,1297.75,FHNNJA_12510,,HCJMML_02625,,JEILEN_02695,JBIPMC_02645;JBIPMC_02650,PEDMFB_13095,PMCJLP_02460,MIJGKE_13025,JCNBHB_13035,CGGMPE_12735,LOEDCI_02745,FNCLAJ_02465
group_3050,;manX,PTS sugar transporter subunit IIA;Phosphotransferase system mannose/fructose-specific component IIA,11,11,1.0,1,4510,,,,123,417,283.6363636363636,FHNNJA_12385,,HCJMML_02825,,JEILEN_02820,JBIPMC_02865,PEDMFB_12890,PMCJLP_02580,MIJGKE_12820,JCNBHB_12830,CGGMPE_12530,LOEDCI_02865,FNCLAJ_02585
oCDMu,oCDMu,ornithine cyclodeaminase family protein,11,11,1.0,1,4501,,,,981,981,981.0,FHNNJA_12430,,HCJMML_02775,,JEILEN_02775,JBIPMC_02810,PEDMFB_12940,PMCJLP_02535,MIJGKE_12870,JCNBHB_12880,CGGMPE_12580,LOEDCI_02825,FNCLAJ_02540
group_2983,mdlB,ABC-type multidrug transport system ATPase and permease component,11,11,1.0,1,4414,,,,1644,1743,1725.0,FHNNJA_12495,,HCJMML_02640,,JEILEN_02710,JBIPMC_02665,PEDMFB_13080,PMCJLP_02475,MIJGKE_13010,JCNBHB_13020,CGGMPE_12720,LOEDCI_02760,FNCLAJ_02480
bsh,bsh,choloylglycine hydrolase,11,11,1.0,1,4348,,,,975,975,975.0,,,HCJMML_02180,LIMHLO_12780,JEILEN_02310,JBIPMC_02195,PEDMFB_12580,PMCJLP_02080,8_refound_48,9_refound_50,10_refound_53,LOEDCI_02465,FNCLAJ_02080
group_2670,rpmF,50S ribosomal protein L32,11,11,1.0,1,4081,,,,174,174,174.0,FHNNJA_12765,,HCJMML_02365,,4_refound_19,5_refound_30,PEDMFB_13295,PMCJLP_02250,MIJGKE_13225,JCNBHB_13235,CGGMPE_12935,LOEDCI_02620,FNCLAJ_02255
group_2648,rpmF,50S ribosomal protein L32,11,11,1.0,1,4058,,,,180,180,180.0,FHNNJA_12485,,HCJMML_02650,,JEILEN_02720,JBIPMC_02675,PEDMFB_13070,PMCJLP_02485,MIJGKE_13000,JCNBHB_13010,CGGMPE_12710,LOEDCI_02770,FNCLAJ_02490
group_2595,,6 kDa protein,11,11,1.0,1,3995,,,,192,192,192.0,FHNNJA_12840,,HCJMML_02290,,JEILEN_02400,JBIPMC_02305,PEDMFB_13365,PMCJLP_02180,MIJGKE_13300,JCNBHB_13305,CGGMPE_13005,LOEDCI_02550,FNCLAJ_02180
group_2447,,DNA-binding protein,11,11,1.0,1,3832,,,,231,231,231.0,FHNNJA_12985,,HCJMML_02000,,JEILEN_02090,JBIPMC_02015,PEDMFB_13760,PMCJLP_01945,MIJGKE_13695,JCNBHB_13700,CGGMPE_13400,LOEDCI_02220,FNCLAJ_01945
group_2433,mntR,Mn-dependent transcriptional regulator MntR DtxR family,11,11,1.0,1,3815,,,,234,234,234.0,FHNNJA_12525,,HCJMML_02610,,JEILEN_02680,JBIPMC_02630,PEDMFB_13115,PMCJLP_02445,MIJGKE_13045,JCNBHB_13055,CGGMPE_12755,LOEDCI_02730,FNCLAJ_02450
group_1987,,EF0072,11,11,1.0,1,3250,,,,387,387,387.0,FHNNJA_12760,,HCJMML_02370,,JEILEN_02430,JBIPMC_02385,PEDMFB_13290,PMCJLP_02255,MIJGKE_13220,JCNBHB_13230,CGGMPE_12930,LOEDCI_02625,FNCLAJ_02260
group_1897,manX,Phosphotransferase system mannose/fructose-specific component IIA,11,11,1.0,1,3138,,,,420,420,420.0,FHNNJA_01645,CJHMOJ_13685,,LIMHLO_11815,JEILEN_14670,,PEDMFB_14490,PMCJLP_13505,MIJGKE_14425,JCNBHB_14430,CGGMPE_14130,LOEDCI_14230,FNCLAJ_13775
group_1736,agaB,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific component IIB,11,11,1.0,1,2904,,,,492,492,492.0,FHNNJA_01640,CJHMOJ_13690,,LIMHLO_11820,JEILEN_14675,,PEDMFB_14495,PMCJLP_13510,MIJGKE_14430,JCNBHB_14435,CGGMPE_14135,LOEDCI_14235,FNCLAJ_13780
group_1684,,HTH tetR-type domain-containing protein,11,11,1.0,1,2830,,,,519,519,519.0,FHNNJA_12520,,HCJMML_02615,,JEILEN_02685,JBIPMC_02635,PEDMFB_13105,PMCJLP_02450,MIJGKE_13035,JCNBHB_13045,CGGMPE_12745,LOEDCI_02735,FNCLAJ_02455
group_1651,,20 kDa protein,11,11,1.0,1,2784,,,,537,537,537.0,FHNNJA_12835,,HCJMML_02295,,JEILEN_02405,JBIPMC_02310,PEDMFB_13360,PMCJLP_02185,MIJGKE_13295,JCNBHB_13300,CGGMPE_13000,LOEDCI_02555,FNCLAJ_02185
group_1430,ecfT,ECF-type transporter transmembrane protein EcfT,11,11,1.0,1,2456,,,,669,669,669.0,FHNNJA_12515,,HCJMML_02620,,JEILEN_02690,JBIPMC_02640,PEDMFB_13100,PMCJLP_02455,MIJGKE_13030,JCNBHB_13040,CGGMPE_12740,LOEDCI_02740,FNCLAJ_02460
group_1346,;cDA1,Polysaccharide deacetylase;Polysaccharide deacetylase family protein;Peptidoglycan/xylan/chitin deacetylase PgdA/NodB/CDA1 family,11,16,1.4545454545454546,1,2330,,,,447,1551,1061.625,FHNNJA_12460;FHNNJA_12465,,HCJMML_02665,,JEILEN_02745;JEILEN_02740,JBIPMC_02690,PEDMFB_13050,PMCJLP_02505;PMCJLP_02500,MIJGKE_12980,JCNBHB_12990,CGGMPE_12690,LOEDCI_02790;LOEDCI_02795,FNCLAJ_02505;FNCLAJ_02510
group_1325,znuC,ABC-type Mn2+/Zn2+ transport system ATPase component,11,11,1.0,1,2299,,,,720,720,720.0,FHNNJA_12540,,HCJMML_02595,,JEILEN_02665,JBIPMC_02615,PEDMFB_13130,PMCJLP_02430,MIJGKE_13060,JCNBHB_13070,CGGMPE_12770,LOEDCI_02715,FNCLAJ_02435
group_1315,,LPXTG cell wall anchor domain-containing protein;LPXTG-domain-containing protein cell wall anchor domain,11,11,1.0,1,2287,,,,363,378,365.72727272727275,FHNNJA_02235,CJHMOJ_13040,,LIMHLO_11185,JEILEN_14065,,PEDMFB_01850,PMCJLP_12870,MIJGKE_01850,JCNBHB_01850,CGGMPE_01850,LOEDCI_13610,FNCLAJ_13140
group_1310,,PTS sugar transporter,11,11,1.0,1,2277,,,,165,165,165.0,FHNNJA_12405,,HCJMML_02800,,JEILEN_02800,JBIPMC_02840,PEDMFB_12915,PMCJLP_02560,MIJGKE_12845,JCNBHB_12855,CGGMPE_12555,LOEDCI_02850,FNCLAJ_02565
group_1265,,PTS system IID component;PTS sugar transporter,11,11,1.0,1,2211,,,,321,546,423.27272727272725,FHNNJA_12400,,HCJMML_02810,,JEILEN_02805,JBIPMC_02850,PEDMFB_12905,PMCJLP_02565,MIJGKE_12835,JCNBHB_12845,CGGMPE_12545,LOEDCI_02855,FNCLAJ_02570
group_1242,,hypothetical protein,11,11,1.0,1,2176,,,,171,171,171.0,FHNNJA_12410,,HCJMML_02795,,JEILEN_02795,JBIPMC_02835,PEDMFB_12920,PMCJLP_02555,MIJGKE_12850,JCNBHB_12860,CGGMPE_12560,LOEDCI_02845,FNCLAJ_02560
group_1235,mdlB,ABC-type multidrug transport system ATPase and permease component,11,11,1.0,1,2168,,,,1755,1755,1755.0,FHNNJA_12500,,HCJMML_02635,,JEILEN_02705,JBIPMC_02660,PEDMFB_13085,PMCJLP_02470,MIJGKE_13015,JCNBHB_13025,CGGMPE_12725,LOEDCI_02755,FNCLAJ_02475
group_1136,manY,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IIC component,11,11,1.0,1,2016,,,,816,816,816.0,FHNNJA_01635,CJHMOJ_13695,,LIMHLO_11825,JEILEN_14680,,PEDMFB_14500,PMCJLP_13515,MIJGKE_14435,JCNBHB_14440,CGGMPE_14140,LOEDCI_14240,FNCLAJ_13785
group_1094,manZ,Phosphotransferase system mannose/fructose/N-acetylgalactosamine-specific IID component,11,11,1.0,1,1964,,,,828,828,828.0,FHNNJA_01630,CJHMOJ_13700,,LIMHLO_11830,JEILEN_14685,,PEDMFB_14505,PMCJLP_13520,MIJGKE_14440,JCNBHB_14445,CGGMPE_14145,LOEDCI_14245,FNCLAJ_13790
group_1067,znuB,ABC-type Mn2+/Zn2+ transport system permease component,11,11,1.0,1,1921,,,,843,843,843.0,FHNNJA_12535,,HCJMML_02600,,JEILEN_02670,JBIPMC_02620,PEDMFB_13125,PMCJLP_02435,MIJGKE_13055,JCNBHB_13065,CGGMPE_12765,LOEDCI_02720,FNCLAJ_02440
group_1015,,WxL domain-containing protein;putative protein,11,11,1.0,1,1837,,,,711,720,715.0909090909091,FHNNJA_01910,CJHMOJ_13435,HCJMML_14040,,,JBIPMC_14145,PEDMFB_14215,PMCJLP_13255,MIJGKE_14150,JCNBHB_14155,CGGMPE_13855,LOEDCI_13975,FNCLAJ_13525
group_1001,,putative membrane transporter protein,11,11,1.0,1,1821,,,,879,879,879.0,FHNNJA_12425,,HCJMML_02780,,JEILEN_02780,JBIPMC_02815,PEDMFB_12935,PMCJLP_02540,MIJGKE_12865,JCNBHB_12875,CGGMPE_12575,LOEDCI_02830,FNCLAJ_02545
group_892,,hypothetical protein;EF0127,11,11,1.0,1,1647,,,,96,171,122.45454545454545,FHNNJA_12415,,HCJMML_02790,,JEILEN_02790,JBIPMC_02830,PEDMFB_12925,PMCJLP_02550,MIJGKE_12855,JCNBHB_12865,CGGMPE_12565,LOEDCI_02840,FNCLAJ_02555
yrhO,yrhO;,Sugar-specific transcriptional regulator TrmB;hypothetical protein,11,12,1.0909090909090908,1,1644,,,,189,801,723.5,FHNNJA_12420,,HCJMML_02785,,JEILEN_02785,JBIPMC_02825;JBIPMC_02820,PEDMFB_12930,PMCJLP_02545,MIJGKE_12860,JCNBHB_12870,CGGMPE_12570,LOEDCI_02835,FNCLAJ_02550
group_877,,putative protein,11,11,1.0,1,1624,,,,318,495,423.27272727272725,FHNNJA_12855,,HCJMML_02275,,JEILEN_02375,JBIPMC_02290,PEDMFB_13380,PMCJLP_02165,MIJGKE_13315,JCNBHB_13320,CGGMPE_13020,LOEDCI_02535,FNCLAJ_02165
znuA,znuA,ABC-type Zn uptake system ZnuABC Zn-binding component ZnuA,11,11,1.0,1,1604,,,,951,951,951.0,FHNNJA_12530,,HCJMML_02605,,JEILEN_02675,JBIPMC_02625,PEDMFB_13120,PMCJLP_02440,MIJGKE_13050,JCNBHB_13060,CGGMPE_12760,LOEDCI_02725,FNCLAJ_02445
group_819,purR,DNA-binding transcriptional regulator LacI/PurR family,11,11,1.0,1,1513,,,,984,984,984.0,,CJHMOJ_07030,HCJMML_07470,,JEILEN_07760,JBIPMC_07545,PEDMFB_07730,PMCJLP_07200,MIJGKE_07735,JCNBHB_07735,CGGMPE_07730,LOEDCI_07400,FNCLAJ_07195
group_652,xerD,Site-specific recombinase XerD,11,11,1.0,1,1207,,,,1170,1170,1170.0,FHNNJA_12990,,HCJMML_01995,,JEILEN_02085,JBIPMC_02010,PEDMFB_13765,PMCJLP_01940,MIJGKE_13700,JCNBHB_13705,CGGMPE_13405,LOEDCI_02215,FNCLAJ_01940
group_553,lolC,ABC-type transport system involved in lipoprotein release permease component LolC,11,11,1.0,1,1034,,,,1284,1284,1284.0,,CJHMOJ_07355,HCJMML_07790,,JEILEN_08115,JBIPMC_07865,PEDMFB_07380,PMCJLP_07520,MIJGKE_07385,JCNBHB_07385,CGGMPE_07380,LOEDCI_07750,FNCLAJ_07515
group_552,ftsK,DNA translocase FtsK,11,11,1.0,1,1032,,,,2520,2520,2520.0,FHNNJA_01625,CJHMOJ_13705,,LIMHLO_11835,JEILEN_14690,,PEDMFB_14510,PMCJLP_13525,MIJGKE_14445,JCNBHB_14450,CGGMPE_14150,LOEDCI_14250,FNCLAJ_13795
sacC,sacC,Sucrose-6-phosphate hydrolase SacC GH32 family,11,11,1.0,1,758,,,,1473,1473,1473.0,,CJHMOJ_07025,HCJMML_07465,,JEILEN_07755,JBIPMC_07540,PEDMFB_07735,PMCJLP_07195,MIJGKE_07740,JCNBHB_07740,CGGMPE_07735,LOEDCI_07395,FNCLAJ_07190
group_380,,hypothetical protein;LXG domain of WXG superfamily,11,11,1.0,1,696,,,,213,459,280.09090909090907,,CJHMOJ_13385,HCJMML_14015,,JEILEN_14385,JBIPMC_14120,PEDMFB_14185,PMCJLP_13205,MIJGKE_14120,JCNBHB_14125,CGGMPE_13825,LOEDCI_13945,FNCLAJ_13475
group_334,,Oligo-16-glucosidase,11,11,1.0,1,626,,,,1674,1674,1674.0,,CJHMOJ_07020,HCJMML_07460,,JEILEN_07750,JBIPMC_07535,PEDMFB_07740,PMCJLP_07190,MIJGKE_07745,JCNBHB_07745,CGGMPE_07740,LOEDCI_07390,FNCLAJ_07185
esp,esp;,Enterococcal surface protein; Esp;Surface protein;LPXTG-motif cell wall anchor domain protein;YSIRK family gram-positive signal peptide,11,12,1.0909090909090908,1,599,,,,1053,5895,5126.5,FHNNJA_12830,,HCJMML_02300,,JEILEN_02420,JBIPMC_02315,PEDMFB_13355,PMCJLP_02190,MIJGKE_13290,JCNBHB_13295,CGGMPE_12995,LOEDCI_02560,FNCLAJ_02195;FNCLAJ_02190
group_203,,Heparin-sulfate lyase N-terminal domain-containing protein;hypothetical protein,11,11,1.0,1,406,,,,210,627,388.90909090909093,FHNNJA_12395,,HCJMML_02815,,JEILEN_02810,JBIPMC_02855,PEDMFB_12900,PMCJLP_02570,MIJGKE_12830,JCNBHB_12840,CGGMPE_12540,LOEDCI_02860,FNCLAJ_02575
amaP,amaP,alkaline shock response membrane anchor protein AmaP,11,11,1.0,1,382,,,,459,567,557.1818181818181,FHNNJA_12845,,HCJMML_02285,,JEILEN_02385,JBIPMC_02300,PEDMFB_13370,PMCJLP_02175,MIJGKE_13305,JCNBHB_13310,CGGMPE_13010,LOEDCI_02545,FNCLAJ_02175
group_174,,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,11,11,1.0,1,351,,,,1539,1551,1549.3636363636363,FHNNJA_03165,CJHMOJ_11435,,LIMHLO_10070,JEILEN_12770,,PEDMFB_03160,PMCJLP_11280,MIJGKE_03160,JCNBHB_03160,CGGMPE_03160,LOEDCI_12610,FNCLAJ_11555
rpsN,rpsN,30S ribosomal protein S14,11,11,1.0,1,319,,,,261,270,265.90909090909093,FHNNJA_12490,,HCJMML_02645,,JEILEN_02715,JBIPMC_02670,PEDMFB_13075,PMCJLP_02480,MIJGKE_13005,JCNBHB_13015,CGGMPE_12715,LOEDCI_02765,FNCLAJ_02485
group_156,,EF0105,11,11,1.0,1,318,,,,378,378,378.0,FHNNJA_12480,,HCJMML_02655,,JEILEN_02725,JBIPMC_02680,PEDMFB_13065,PMCJLP_02490,MIJGKE_12995,JCNBHB_13005,CGGMPE_12705,LOEDCI_02775,FNCLAJ_02495
yqeK,yqeK,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK,11,11,1.0,1,81,,,,522,579,553.0909090909091,,CJHMOJ_08115,HCJMML_08590,,JEILEN_08805,JBIPMC_08670,PEDMFB_06695,PMCJLP_08285,MIJGKE_06700,JCNBHB_06700,CGGMPE_06695,LOEDCI_08455,FNCLAJ_08280
tetM,;tet(M),tetracycline resistance determinant leader peptide;tetracycline resistance ribosomal protection protein Tet(M),11,11,1.0,1,61,,,,87,87,87.0,FHNNJA_09065,CJHMOJ_03055,HCJMML_04565,,JEILEN_04565,JBIPMC_04620,PEDMFB_15050,PMCJLP_14025,MIJGKE_14985,JCNBHB_14990,CGGMPE_14690,,FNCLAJ_14295
group_3316,tVP38,Uncharacterized membrane protein YdjX related to fungal oxalate transporter TVP38/TMEM64 family,10,10,1.0,1,4850,,,,684,684,684.0,FHNNJA_03805,,HCJMML_11670,LIMHLO_09390,JEILEN_11810,JBIPMC_11770,PEDMFB_03850,,MIJGKE_03850,JCNBHB_03850,CGGMPE_03850,LOEDCI_11940,
group_3294,oCDMu,Ornithine cyclodeaminase/archaeal alanine dehydrogenase mu-crystallin family,10,10,1.0,1,4823,,,,966,966,966.0,FHNNJA_00550,CJHMOJ_00540,,LIMHLO_00550,,,PEDMFB_00505,PMCJLP_00540,MIJGKE_00505,JCNBHB_00505,CGGMPE_00505,LOEDCI_00840,FNCLAJ_00540
group_3182,,Heparinase II/III-like protein,10,10,1.0,1,4680,,,,483,687,536.4,FHNNJA_12390,,HCJMML_02820,,JEILEN_02815,JBIPMC_02860,PEDMFB_12895,PMCJLP_02575,MIJGKE_12825,JCNBHB_12835,CGGMPE_12535,,FNCLAJ_02580
group_3177,,hypothetical protein;F5/8 type C domain-containing protein;Carbohydrate-binding protein,10,12,1.2,1,4674,,,,273,834,685.5,,CJHMOJ_09540,HCJMML_10200;HCJMML_10205,,JEILEN_10485,JBIPMC_10295;JBIPMC_10300,PEDMFB_05065,PMCJLP_09395,MIJGKE_05070,JCNBHB_05070,CGGMPE_05065,,FNCLAJ_09660
group_3170,;pfoR,PTS sugar transporter subunit IIC;Membrane regulatory protein PfoR PTS_EIIC_2 domain (does not regulate perfringolysin expression),10,10,1.0,1,4664,,,,261,1038,960.3,FHNNJA_12970,CJHMOJ_14605,HCJMML_02210,LIMHLO_12745,JEILEN_02280,JBIPMC_02225,PEDMFB_12550,PMCJLP_14430,,,,LOEDCI_02235,FNCLAJ_15015
group_3158,,hypothetical protein;Uncharacterized membrane protein,10,11,1.1,1,4648,,,,462,1053,946.6363636363636,FHNNJA_12775;FHNNJA_12770,,HCJMML_02360,,,JBIPMC_02380,PEDMFB_13300,PMCJLP_02245,MIJGKE_13230,JCNBHB_13240,CGGMPE_12940,LOEDCI_02615,FNCLAJ_02250
group_3091,rpiR;,DNA-binding transcriptional regulator MurR/RpiR family contains HTH and SIS domains;hypothetical protein,10,12,1.2,1,4567,,,,249,819,686.0,FHNNJA_12800,,HCJMML_02335,,,JBIPMC_02355;JBIPMC_02350,PEDMFB_13325,PMCJLP_02220,MIJGKE_13255;MIJGKE_13260,JCNBHB_13265,CGGMPE_12965,LOEDCI_02590,FNCLAJ_02225
group_3076,,hypothetical protein;Peptidyl-prolyl cis-trans isomerase,10,11,1.1,1,4546,,,,375,969,875.1818181818181,,CJHMOJ_09495,HCJMML_10155,,JEILEN_10440,JBIPMC_10250;JBIPMC_10245,PEDMFB_05110,PMCJLP_09350,MIJGKE_05115,JCNBHB_05115,CGGMPE_05110,,FNCLAJ_09615
group_3035,,hypothetical protein;Leucine Rich Repeat protein,10,10,1.0,1,4492,,,,609,2172,2015.7,,CJHMOJ_10940,,LIMHLO_09565,JEILEN_11990,,PEDMFB_03660,PMCJLP_10785,MIJGKE_03660,JCNBHB_03660,CGGMPE_03660,LOEDCI_12120,FNCLAJ_11060
group_3010,,hypothetical protein;EF0059,10,10,1.0,1,4452,,,,351,417,403.8,FHNNJA_12820,,HCJMML_02310,,,JBIPMC_02325,PEDMFB_13345,PMCJLP_02200,MIJGKE_13280,JCNBHB_13285,CGGMPE_12985,LOEDCI_02570,FNCLAJ_02205
group_2999,,WxL domain-containing protein,10,10,1.0,1,4434,,,,1542,2295,1993.8,FHNNJA_13385,CJHMOJ_01815,,,JEILEN_01700,,PEDMFB_14160,PMCJLP_01555,MIJGKE_14095,JCNBHB_14100,CGGMPE_13800,LOEDCI_01810,FNCLAJ_01555
group_2962,,Holin-like toxin,10,10,1.0,1,4389,,,,144,144,144.0,FHNNJA_01465,CJHMOJ_13810,,,4_refound_26,,PEDMFB_14630,PMCJLP_13630,MIJGKE_14565,JCNBHB_14570,CGGMPE_14270,LOEDCI_14340,FNCLAJ_13900
group_2943,tnp,IS3 family IS1485 transposase ORF A,10,10,1.0,1,4370,,,,291,291,291.0,,,2_refound_16,LIMHLO_12735,,5_refound_36,PEDMFB_06625,PMCJLP_01975,MIJGKE_06630,JCNBHB_06630,CGGMPE_06625,LOEDCI_08520,FNCLAJ_01975
group_2926,tnp,IS3 family IS1485 transposase ORF B,10,10,1.0,1,4352,,,,837,837,837.0,,,HCJMML_08655,LIMHLO_12730,,JBIPMC_08735,PEDMFB_06620,PMCJLP_14435,MIJGKE_06625,JCNBHB_06625,CGGMPE_06620,LOEDCI_08525,FNCLAJ_15020
group_2790,,Transposase,10,10,1.0,1,4208,,,,72,72,72.0,,CJHMOJ_09720,HCJMML_10610,,JEILEN_10725,5_refound_32,6_refound_38,7_refound_40,8_refound_47,JCNBHB_04930,10_refound_52,,FNCLAJ_09840
group_2750,,PTS lactose transporter subunit IIC,10,10,1.0,1,4164,,,,129,129,129.0,FHNNJA_12740,,HCJMML_02395,,JEILEN_02450,JBIPMC_02410,PEDMFB_13270,PMCJLP_02275,MIJGKE_13200,JCNBHB_13210,CGGMPE_12910,,FNCLAJ_02280
abrB,abrB,AbrB family transcriptional regulator,10,10,1.0,1,3827,,,,231,231,231.0,FHNNJA_01515,CJHMOJ_13770,,,JEILEN_14775,,PEDMFB_14565,PMCJLP_13590,MIJGKE_14500,JCNBHB_14505,CGGMPE_14205,LOEDCI_14305,FNCLAJ_13860
group_2331,,IS3 family transposase,10,10,1.0,1,3685,,,,276,276,276.0,FHNNJA_12735,,HCJMML_02400,,JEILEN_02455,JBIPMC_02415,PEDMFB_13265,PMCJLP_02280,MIJGKE_13195,JCNBHB_13205,CGGMPE_12905,,FNCLAJ_02285
group_2118,mazF,Toxin-antitoxin system toxin component MazF family,10,10,1.0,1,3418,,,,342,342,342.0,FHNNJA_01520,CJHMOJ_13765,,,JEILEN_14770,,PEDMFB_14560,PMCJLP_13585,MIJGKE_14495,JCNBHB_14500,CGGMPE_14200,LOEDCI_14300,FNCLAJ_13855
group_1989,,Lipoprotein,10,10,1.0,1,3252,,,,387,387,387.0,,CJHMOJ_09530,HCJMML_10190,,JEILEN_10475,JBIPMC_10285,PEDMFB_05075,PMCJLP_09385,MIJGKE_05080,JCNBHB_05080,CGGMPE_05075,,FNCLAJ_09650
dctM,dctM,TRAP-type C4-dicarboxylate transport system small permease component YiaM,10,10,1.0,1,2962,,,,477,477,477.0,FHNNJA_13210,CJHMOJ_01980,,,JEILEN_01870,,PEDMFB_13985,PMCJLP_01720,MIJGKE_13920,JCNBHB_13925,CGGMPE_13625,LOEDCI_01995,FNCLAJ_01720
group_1756,,EF0068,10,10,1.0,1,2940,,,,483,483,483.0,FHNNJA_12785,,HCJMML_02350,,,JBIPMC_02370,PEDMFB_13310,PMCJLP_02235,MIJGKE_13240,JCNBHB_13250,CGGMPE_12950,LOEDCI_02605,FNCLAJ_02240
group_1540,yczE,Uncharacterized membrane protein YczE,10,10,1.0,1,2626,,,,603,603,603.0,,CJHMOJ_09715,HCJMML_10605,,JEILEN_10720,JBIPMC_10705,PEDMFB_04930,PMCJLP_09570,MIJGKE_04935,JCNBHB_04935,CGGMPE_04930,,FNCLAJ_09835
group_1437,,hypothetical protein,10,10,1.0,1,2464,,,,666,666,666.0,FHNNJA_12810,,HCJMML_02320,,,JBIPMC_02335,PEDMFB_13340,PMCJLP_02210,MIJGKE_13275,JCNBHB_13280,CGGMPE_12980,LOEDCI_02580,FNCLAJ_02215
group_1421,,DUF624 domain-containing protein,10,10,1.0,1,2445,,,,672,672,672.0,,CJHMOJ_09500,HCJMML_10160,,JEILEN_10445,JBIPMC_10255,PEDMFB_05105,PMCJLP_09355,MIJGKE_05110,JCNBHB_05110,CGGMPE_05105,,FNCLAJ_09620
nanE,nanE,Putative N-acetylmannosamine-6-phosphate 2-epimerase,10,10,1.0,1,2342,,,,708,708,708.0,FHNNJA_12795,,HCJMML_02340,,,JBIPMC_02360,PEDMFB_13320,PMCJLP_02225,MIJGKE_13250,JCNBHB_13260,CGGMPE_12960,LOEDCI_02595,FNCLAJ_02230
group_1232,,Uncharacterized membrane protein,10,10,1.0,1,2165,,,,765,765,765.0,FHNNJA_12780,,HCJMML_02355,,,JBIPMC_02375,PEDMFB_13305,PMCJLP_02240,MIJGKE_13235,JCNBHB_13245,CGGMPE_12945,LOEDCI_02610,FNCLAJ_02245
group_1217,,WxL domain-containing protein,10,10,1.0,1,2134,,,,777,777,777.0,,CJHMOJ_10925,,LIMHLO_09555,JEILEN_11975,,PEDMFB_03675,PMCJLP_10770,MIJGKE_03675,JCNBHB_03675,CGGMPE_03675,LOEDCI_12105,FNCLAJ_11035
group_1213,fabG,NAD(P)-dependent dehydrogenase short-chain alcohol dehydrogenase family,10,10,1.0,1,2128,,,,780,780,780.0,,CJHMOJ_09710,HCJMML_10600,,JEILEN_10715,JBIPMC_10700,PEDMFB_04935,PMCJLP_09565,MIJGKE_04940,JCNBHB_04940,CGGMPE_04935,,FNCLAJ_09830
group_1203,,WxL domain-containing protein,10,10,1.0,1,2115,,,,783,783,783.0,,CJHMOJ_10930,,LIMHLO_09560,JEILEN_11980,,PEDMFB_03670,PMCJLP_10775,MIJGKE_03670,JCNBHB_03670,CGGMPE_03670,LOEDCI_12110,FNCLAJ_11040
ycjR,ycjR,Sugar phosphate isomerase/epimerase,10,10,1.0,1,1942,,,,837,837,837.0,FHNNJA_13170,CJHMOJ_02020,,,JEILEN_01910,,PEDMFB_13945,PMCJLP_01760,MIJGKE_13880,JCNBHB_13885,CGGMPE_13585,LOEDCI_02035,FNCLAJ_01760
rhaD,rhaD,rhamnulose-1-phosphate aldolase,10,10,1.0,1,1900,,,,849,849,849.0,FHNNJA_13185,CJHMOJ_02005,,,JEILEN_01895,,PEDMFB_13960,PMCJLP_01745,MIJGKE_13895,JCNBHB_13900,CGGMPE_13600,LOEDCI_02020,FNCLAJ_01745
group_1012,araC,AraC-type DNA-binding domain and AraC-containing proteins,10,10,1.0,1,1834,,,,873,873,873.0,FHNNJA_13200,CJHMOJ_01990,,,JEILEN_01880,,PEDMFB_13975,PMCJLP_01730,MIJGKE_13910,JCNBHB_13915,CGGMPE_13615,LOEDCI_02005,FNCLAJ_01730
group_1003,ugpE,ABC-type glycerol-3-phosphate transport system permease component,10,10,1.0,1,1823,,,,879,879,879.0,,CJHMOJ_09505,HCJMML_10165,,JEILEN_10450,JBIPMC_10260,PEDMFB_05100,PMCJLP_09360,MIJGKE_05105,JCNBHB_05105,CGGMPE_05100,,FNCLAJ_09625
group_966,ugpA,ABC-type sugar transport system permease component,10,10,1.0,1,1759,,,,903,903,903.0,,CJHMOJ_09510,HCJMML_10170,,JEILEN_10455,JBIPMC_10265,PEDMFB_05095,PMCJLP_09365,MIJGKE_05100,JCNBHB_05100,CGGMPE_05095,,FNCLAJ_09630
group_930,araC,AraC-type DNA-binding domain and AraC-containing proteins,10,10,1.0,1,1707,,,,921,921,921.0,FHNNJA_13175,CJHMOJ_02015,,,JEILEN_01905,,PEDMFB_13950,PMCJLP_01755,MIJGKE_13885,JCNBHB_13890,CGGMPE_13590,LOEDCI_02030,FNCLAJ_01755
