Gene,Non-unique Gene name,Annotation,CI-1049,CI-1104,CI-8010,CI-8050,DFI-250,DFI-266,EF-W12,EF-W2,EF-W3,EF-W4,EF-W5,EF-W6,EF-W8
focA,focA,Formate/nitrite transporter FocA FNT family,FHNNJA_00430,CJHMOJ_00430,HCJMML_00400,LIMHLO_00415,JEILEN_00405,JBIPMC_00400,PEDMFB_00395,PMCJLP_00430,MIJGKE_00395,JCNBHB_00395,CGGMPE_00395,LOEDCI_00730,FNCLAJ_00430
group_263,,hypothetical protein,FHNNJA_02675,CJHMOJ_12225,HCJMML_13185,LIMHLO_10760,JEILEN_13555,JBIPMC_13290,PEDMFB_02350,PMCJLP_12050,MIJGKE_02350,JCNBHB_02350,CGGMPE_02350,LOEDCI_13085,FNCLAJ_12325
pepF,pepF,oligoendopeptidase F,FHNNJA_03675,CJHMOJ_10875,HCJMML_12085,LIMHLO_09515,JEILEN_11935,JBIPMC_12190,PEDMFB_03725,PMCJLP_10720,MIJGKE_03725,JCNBHB_03725,CGGMPE_03725,LOEDCI_12065,FNCLAJ_10985
potE,potE,Serine transporter YbeC amino acid:H+ symporter family,FHNNJA_11245,CJHMOJ_03460,HCJMML_03970,LIMHLO_02985,JEILEN_03950,JBIPMC_04015,PEDMFB_11380,PMCJLP_03765,MIJGKE_11380,JCNBHB_11390,CGGMPE_11090,LOEDCI_03925,FNCLAJ_03770
yeaO,yeaO,DUF488 domain-containing protein,FHNNJA_03205,CJHMOJ_11395,HCJMML_12555,LIMHLO_10015,JEILEN_12730,JBIPMC_12660,PEDMFB_03200,PMCJLP_11240,MIJGKE_03200,JCNBHB_03200,CGGMPE_03200,LOEDCI_12570,FNCLAJ_11515
group_260,,histidine kinase,FHNNJA_09195,CJHMOJ_05310,HCJMML_05800,LIMHLO_04710,JEILEN_06045,JBIPMC_05855,PEDMFB_09355,PMCJLP_05475,MIJGKE_09360,JCNBHB_09365,CGGMPE_09360,LOEDCI_05705,FNCLAJ_05480
dnaK,dnaK,molecular chaperone DnaK,FHNNJA_08545,CJHMOJ_05880,HCJMML_06355,LIMHLO_05300,JEILEN_06620,JBIPMC_06415,PEDMFB_08805,PMCJLP_06040,MIJGKE_08810,JCNBHB_08810,CGGMPE_08805,LOEDCI_06260,FNCLAJ_06045
group_258,,Bacteriocin immunity protein,FHNNJA_09655,1_refound_11,HCJMML_05315,LIMHLO_04240,4_refound_29,JBIPMC_05370,PEDMFB_09835,7_refound_45,MIJGKE_09840,JCNBHB_09845,CGGMPE_09840,11_refound_59,12_refound_63
glpO,glpO,type 1 glycerol-3-phosphate oxidase,FHNNJA_06105,CJHMOJ_08345,HCJMML_09010,LIMHLO_07540,JEILEN_09030,JBIPMC_09095,PEDMFB_06285,PMCJLP_08500,MIJGKE_06290,JCNBHB_06290,CGGMPE_06285,LOEDCI_08865,FNCLAJ_08495
cDA1,;cDA1,polysaccharide deacetylase family protein;Peptidoglycan/xylan/chitin deacetylase PgdA/NodB/CDA1 family,FHNNJA_06245,CJHMOJ_08125,HCJMML_08595,LIMHLO_07420;LIMHLO_07425,JEILEN_08810,JBIPMC_08675,PEDMFB_06690,PMCJLP_08290,MIJGKE_06695,JCNBHB_06695,CGGMPE_06690,LOEDCI_08460,FNCLAJ_08285
lepA,lepA,translation elongation factor 4,FHNNJA_04955,CJHMOJ_09595,HCJMML_10475,LIMHLO_08335,JEILEN_10545,JBIPMC_10575,PEDMFB_05060,PMCJLP_09450,MIJGKE_05065,JCNBHB_05065,CGGMPE_05060,LOEDCI_10630,FNCLAJ_09715
group_253,,Uncharacterized membrane protein,FHNNJA_10965,CJHMOJ_03735,HCJMML_04245,LIMHLO_03250,JEILEN_04225,JBIPMC_04290,PEDMFB_11105,PMCJLP_04040,MIJGKE_11105,JCNBHB_11115,CGGMPE_10815,LOEDCI_04220,FNCLAJ_04045
group_250,,Bacteriocin transport accessory protein,FHNNJA_11660,CJHMOJ_02960,HCJMML_03565,LIMHLO_02555,JEILEN_03570,JBIPMC_03605,PEDMFB_11780,PMCJLP_03345,MIJGKE_11780,JCNBHB_11790,CGGMPE_11490,LOEDCI_03580,FNCLAJ_03350
group_249,bglG,Transcriptional antiterminator,FHNNJA_13960,CJHMOJ_14150,HCJMML_14750,LIMHLO_12285,JEILEN_15140,JBIPMC_14850,PEDMFB_14970,PMCJLP_13970,MIJGKE_14905,JCNBHB_14910,CGGMPE_14610,LOEDCI_14660,FNCLAJ_14240
group_248,rimL,Protein N-acetyltransferase RimJ/RimL family,FHNNJA_09710,CJHMOJ_04680,HCJMML_05255,LIMHLO_04190,JEILEN_05255,JBIPMC_05310,PEDMFB_09890,PMCJLP_04970,MIJGKE_09895,JCNBHB_09900,CGGMPE_09895,LOEDCI_05170,FNCLAJ_04975
group_247,mdlB,ABC-type multidrug transport system ATPase and permease component,FHNNJA_04045,CJHMOJ_10510,HCJMML_11430,LIMHLO_09145,JEILEN_11570,JBIPMC_11530,PEDMFB_04110,PMCJLP_10350,MIJGKE_04110,JCNBHB_04110,CGGMPE_04110,LOEDCI_11700,FNCLAJ_10620
group_246,,XRE family transcriptional regulator;HTH cro/C1-type domain-containing protein;Toxin-antitoxin system antitoxin component Xre family,FHNNJA_04440,CJHMOJ_10135,HCJMML_11005,LIMHLO_08815,JEILEN_11155,JBIPMC_11105,PEDMFB_04535,PMCJLP_09970,MIJGKE_04540,JCNBHB_04535,CGGMPE_04535,LOEDCI_11295,FNCLAJ_10240
sgaU~~~ulaD,sgaU;ulaD;,L-ribulose-5-phosphate 3-epimerase;3-keto-L-gulonate-6-phosphate decarboxylase;Hexulose-6-phosphate isomerase,FHNNJA_09490;FHNNJA_09495,CJHMOJ_05015;CJHMOJ_05020,HCJMML_05485;HCJMML_05490,LIMHLO_04390;LIMHLO_04385,JEILEN_05725,JBIPMC_05540,PEDMFB_09670;PEDMFB_09665,PMCJLP_05185;PMCJLP_05180,MIJGKE_09675;MIJGKE_09670,JCNBHB_09675;JCNBHB_09680,CGGMPE_09670;CGGMPE_09675,LOEDCI_05375;LOEDCI_05380,FNCLAJ_05190;FNCLAJ_05185
oafA,oafA,Peptidoglycan/LPS O-acetylase OafA/YrhL contains acyltransferase and SGNH-hydrolase domains,FHNNJA_11625,CJHMOJ_02995,HCJMML_03635,LIMHLO_02605,JEILEN_03610,JBIPMC_03675,PEDMFB_11745,PMCJLP_03380,MIJGKE_11745,JCNBHB_11755,CGGMPE_11455,LOEDCI_03615,FNCLAJ_03385
fbp,fbp,Fructose-16-bisphosphatase class 3,FHNNJA_07880,CJHMOJ_06540,HCJMML_06985,LIMHLO_05875,JEILEN_07260,JBIPMC_07060,PEDMFB_08225,PMCJLP_06715,MIJGKE_08230,JCNBHB_08230,CGGMPE_08225,LOEDCI_06905,FNCLAJ_06710
group_243,nagE,Phosphotransferase system IIA component,FHNNJA_04020,CJHMOJ_10535,HCJMML_11455,LIMHLO_09170,JEILEN_11595,JBIPMC_11555,PEDMFB_04085,PMCJLP_10375,MIJGKE_04085,JCNBHB_04085,CGGMPE_04085,LOEDCI_11725,FNCLAJ_10645
pspE,pspE,Rhodanese-related sulfurtransferase,FHNNJA_02575,CJHMOJ_12325,HCJMML_13285,LIMHLO_10860,JEILEN_13655,JBIPMC_13390,PEDMFB_02250,PMCJLP_12150,MIJGKE_02250,JCNBHB_02250,CGGMPE_02250,LOEDCI_13185,FNCLAJ_12425
ebpC,ebpC,endocarditis and biofilm-associated pilus major subunit EbpC,FHNNJA_09680,CJHMOJ_04710,HCJMML_05285,LIMHLO_04220,JEILEN_05285,JBIPMC_05340,PEDMFB_09860,PMCJLP_05000,MIJGKE_09865,JCNBHB_09870,CGGMPE_09865,LOEDCI_05200,FNCLAJ_05005
recQ,recQ,Superfamily II DNA helicase RecQ,FHNNJA_07660,CJHMOJ_06755,HCJMML_07195,LIMHLO_06040,JEILEN_07470,JBIPMC_07270,PEDMFB_08010,PMCJLP_06925,MIJGKE_08015,JCNBHB_08015,CGGMPE_08010,LOEDCI_07115,FNCLAJ_06920
dnaG,dnaG,DNA primase,FHNNJA_07775,CJHMOJ_06645,HCJMML_07085,LIMHLO_05930,JEILEN_07360,JBIPMC_07160,PEDMFB_08120,PMCJLP_06815,MIJGKE_08125,JCNBHB_08125,CGGMPE_08120,LOEDCI_07005,FNCLAJ_06810
rfaJ,rfaJ,Lipopolysaccharide biosynthesis protein LPS:glycosyltransferase,FHNNJA_06360,CJHMOJ_08010,HCJMML_08435,LIMHLO_07310,JEILEN_08770,JBIPMC_08515,PEDMFB_06740,PMCJLP_08180,MIJGKE_06745,JCNBHB_06745,CGGMPE_06740,LOEDCI_08410,FNCLAJ_08175
mnmG,mnmG,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG,FHNNJA_13970,CJHMOJ_14160,HCJMML_14760,LIMHLO_12295,JEILEN_15150,JBIPMC_14860,PEDMFB_14980,PMCJLP_13980,MIJGKE_14915,JCNBHB_14920,CGGMPE_14620,LOEDCI_14670,FNCLAJ_14250
cadA,cadA,Cation-transporting P-type ATPase,FHNNJA_11740,CJHMOJ_02880,HCJMML_03480,LIMHLO_02475,JEILEN_03490,JBIPMC_03520,PEDMFB_11865,PMCJLP_03265,MIJGKE_11865,JCNBHB_11875,CGGMPE_11575,LOEDCI_03495,FNCLAJ_03270
group_235,,hypothetical protein,FHNNJA_04360,CJHMOJ_10205,HCJMML_11080,LIMHLO_08880,JEILEN_11225,JBIPMC_11180,PEDMFB_04465,PMCJLP_10040,MIJGKE_04470,JCNBHB_04465,CGGMPE_04465,LOEDCI_11380,FNCLAJ_10310
group_231,,DUF3324 domain-containing protein;DUF916 domain-containing protein,FHNNJA_09280,CJHMOJ_05225,HCJMML_05715,LIMHLO_04625,JEILEN_05955;JEILEN_05960,JBIPMC_05770,PEDMFB_09440,PMCJLP_05390,MIJGKE_09445,JCNBHB_09450,CGGMPE_09445,LOEDCI_05620;LOEDCI_05615,FNCLAJ_05395
yrvD,yrvD,Uncharacterized integral membrane protein YrvD,FHNNJA_06940,CJHMOJ_07440,HCJMML_07875,LIMHLO_06700,JEILEN_08200,JBIPMC_07955,PEDMFB_07295,PMCJLP_07605,MIJGKE_07300,JCNBHB_07300,CGGMPE_07295,LOEDCI_07840,FNCLAJ_07600
group_229,,isopeptide-forming domain-containing fimbrial protein;LPXTG cell wall anchor domain-containing protein;Cell surface protein;DUF11 domain-containing protein;Isopeptide-forming domain-containing fimbrial protein,FHNNJA_04980,CJHMOJ_09460,HCJMML_10125,LIMHLO_08310,JEILEN_10410,JBIPMC_10215,PEDMFB_05140,PMCJLP_09315,MIJGKE_05145,JCNBHB_05145,CGGMPE_05140,LOEDCI_10605,FNCLAJ_09580
qor,qor,NADPH:quinone reductase or related Zn-dependent oxidoreductase,FHNNJA_07020,CJHMOJ_07350,HCJMML_07785,LIMHLO_06620,JEILEN_08110,JBIPMC_07860,PEDMFB_07385,PMCJLP_07515,MIJGKE_07390,JCNBHB_07390,CGGMPE_07385,LOEDCI_07745,FNCLAJ_07510
group_226,mdlB;,ABC-type multidrug transport system ATPase and permease component;hypothetical protein;Multidrug ABC transporter ATP-binding protein,FHNNJA_04970,CJHMOJ_09475;CJHMOJ_09470,HCJMML_10135,LIMHLO_08320,JEILEN_10420,JBIPMC_10225,PEDMFB_05130,PMCJLP_09330;PMCJLP_09325,MIJGKE_05135,JCNBHB_05135,CGGMPE_05130,LOEDCI_10615,FNCLAJ_09595;FNCLAJ_09590
grpB,grpB,GrpB domain putative nucleotidyltransferase UPF0157 family,FHNNJA_10955,CJHMOJ_03745,HCJMML_04255,LIMHLO_03260,JEILEN_04235,JBIPMC_04300,PEDMFB_11095,PMCJLP_04050,MIJGKE_11095,JCNBHB_11105,CGGMPE_10805,LOEDCI_04230,FNCLAJ_04055
rpiR,rpiR,DNA-binding transcriptional regulator MurR/RpiR family contains HTH and SIS domains,FHNNJA_03480,CJHMOJ_11115,HCJMML_12280,LIMHLO_09740,JEILEN_12455,JBIPMC_12385,PEDMFB_03490,PMCJLP_10960,MIJGKE_03490,JCNBHB_03490,CGGMPE_03490,LOEDCI_12290,FNCLAJ_11235
group_224,wcaG,Nucleoside-diphosphate-sugar epimerase,FHNNJA_13290,CJHMOJ_01910,HCJMML_01760,LIMHLO_01600,JEILEN_01800,JBIPMC_01775,PEDMFB_14065,PMCJLP_01650,MIJGKE_14000,JCNBHB_14005,CGGMPE_13705,LOEDCI_01920,FNCLAJ_01650
abcf,abc-f,ABC-F type ribosomal protection protein,FHNNJA_03850,CJHMOJ_10705,HCJMML_11625,LIMHLO_09345,JEILEN_11765,JBIPMC_11725,PEDMFB_03905,PMCJLP_10545,MIJGKE_03905,JCNBHB_03905,CGGMPE_03905,LOEDCI_11895,FNCLAJ_10815
thrS,thrS,threonine--tRNA ligase,FHNNJA_03125,CJHMOJ_11770,HCJMML_12635,LIMHLO_10100,JEILEN_13115,JBIPMC_12740,PEDMFB_02800,PMCJLP_11315,MIJGKE_02800,JCNBHB_02800,CGGMPE_02800,LOEDCI_12650,FNCLAJ_11590
group_223,,diguanylate cyclase;Diguanylate cyclase,FHNNJA_11105,CJHMOJ_03595,HCJMML_04105,LIMHLO_03115,JEILEN_04085,JBIPMC_04150,PEDMFB_11245,PMCJLP_03900,MIJGKE_11245,JCNBHB_11255,CGGMPE_10955,LOEDCI_04080,FNCLAJ_03905
group_222,,Transmembrane protein;hypothetical protein;Glycosyltransferase RgtA/B/C/D-like domain-containing protein,FHNNJA_11125;FHNNJA_11130,CJHMOJ_03575,HCJMML_04085,LIMHLO_03095,JEILEN_04065,JBIPMC_04130,PEDMFB_11265,PMCJLP_03880,MIJGKE_11265,JCNBHB_11275,CGGMPE_10975,LOEDCI_04050;LOEDCI_04055,FNCLAJ_03885
group_220,gyrB,DNA topoisomerase (ATP-hydrolyzing) subunit B,FHNNJA_00025,CJHMOJ_00025,HCJMML_00025,LIMHLO_00025,JEILEN_00025,JBIPMC_00025,PEDMFB_00025,PMCJLP_00025,MIJGKE_00025,JCNBHB_00025,CGGMPE_00025,LOEDCI_00025,FNCLAJ_00025
comGB,comGB;,competence type IV pilus assembly protein ComGB;hypothetical protein,FHNNJA_05835,CJHMOJ_08915,HCJMML_09570,LIMHLO_07780,JEILEN_09565,JBIPMC_09660,PEDMFB_05995;PEDMFB_06000,PMCJLP_08770,MIJGKE_06000;MIJGKE_06005,JCNBHB_06000;JCNBHB_06005,CGGMPE_05995;CGGMPE_06000,LOEDCI_09425,FNCLAJ_09035
group_219,ubiE,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG,FHNNJA_09625,CJHMOJ_04885,HCJMML_05355,LIMHLO_04255,JEILEN_05595,JBIPMC_05410,PEDMFB_09800,PMCJLP_05050,MIJGKE_09805,JCNBHB_09810,CGGMPE_09805,LOEDCI_05245,FNCLAJ_05055
ykoE,ykoE,ABC-type thiamine/hydroxymethylpyrimidine transport system permease component,FHNNJA_03280,CJHMOJ_11320,HCJMML_12480,LIMHLO_09940,JEILEN_12655,JBIPMC_12585,PEDMFB_03275,PMCJLP_11165,MIJGKE_03275,JCNBHB_03275,CGGMPE_03275,LOEDCI_12495,FNCLAJ_11440
citG,citG,triphosphoribosyl-dephospho-CoA synthase,FHNNJA_13990,CJHMOJ_14180,HCJMML_14780,LIMHLO_12310,JEILEN_15170,JBIPMC_14880,PEDMFB_15090,PMCJLP_14090,MIJGKE_15025,JCNBHB_15030,CGGMPE_14730,LOEDCI_14775,FNCLAJ_14360
group_218,,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,FHNNJA_05485,CJHMOJ_09250,HCJMML_09905,LIMHLO_08095,JEILEN_10195,JBIPMC_09995,PEDMFB_05355,PMCJLP_09105,MIJGKE_05360,JCNBHB_05360,CGGMPE_05355,LOEDCI_10060,FNCLAJ_09370
group_217,,WxL domain-containing protein,FHNNJA_02660,CJHMOJ_12240,HCJMML_13200,LIMHLO_10775,JEILEN_13570,JBIPMC_13305,PEDMFB_02335,PMCJLP_12065,MIJGKE_02335,JCNBHB_02335,CGGMPE_02335,LOEDCI_13100,FNCLAJ_12340
galT,galT,UDP-glucose--hexose-1-phosphate uridylyltransferase,FHNNJA_09785,CJHMOJ_04605,HCJMML_05185,LIMHLO_04115,JEILEN_05185,JBIPMC_05240,PEDMFB_09965,PMCJLP_04895,MIJGKE_09970,JCNBHB_09975,CGGMPE_09970,LOEDCI_05095,FNCLAJ_04900
yybT_I440S,yybT_I440S,cyclic dinucleotide phosphodiesterase YybT,FHNNJA_00050,CJHMOJ_00050,HCJMML_00055,LIMHLO_00050,JEILEN_00050,JBIPMC_00055,PEDMFB_00050,PMCJLP_00050,MIJGKE_00050,JCNBHB_00050,CGGMPE_00050,LOEDCI_00050,FNCLAJ_00050
ntpI,ntpI,Archaeal/vacuolar-type H+-ATPase subunit I/STV1,FHNNJA_07940,CJHMOJ_06480,HCJMML_06925,LIMHLO_05830,JEILEN_07200,JBIPMC_07000,PEDMFB_08285,PMCJLP_06655,MIJGKE_08290,JCNBHB_08290,CGGMPE_08285,LOEDCI_06845,FNCLAJ_06650
wcaJ,wcaJ,Sugar transferase involved in LPS biosynthesis (colanic teichoic acid),FHNNJA_05495,CJHMOJ_09240,HCJMML_09895,LIMHLO_08085,JEILEN_10185,JBIPMC_09985,PEDMFB_05365,PMCJLP_09095,MIJGKE_05370,JCNBHB_05370,CGGMPE_05365,LOEDCI_10050,FNCLAJ_09360
uvrB,uvrB,excinuclease ABC subunit UvrB,FHNNJA_11720,CJHMOJ_02900,HCJMML_03500,LIMHLO_02495,JEILEN_03510,JBIPMC_03540,PEDMFB_11845,PMCJLP_03285,MIJGKE_11845,JCNBHB_11855,CGGMPE_11555,LOEDCI_03520,FNCLAJ_03290
group_213,,DUF2798 domain-containing protein,FHNNJA_11535,CJHMOJ_03185,HCJMML_03735,LIMHLO_02710,JEILEN_03725,JBIPMC_03775,PEDMFB_11655,PMCJLP_03490,MIJGKE_11655,JCNBHB_11665,CGGMPE_11365,LOEDCI_03695,FNCLAJ_03495
group_212,nagE,Phosphotransferase system IIA component,FHNNJA_07825,CJHMOJ_06600,HCJMML_07040,LIMHLO_05915,JEILEN_07315,JBIPMC_07115,PEDMFB_08170,PMCJLP_06770,MIJGKE_08175,JCNBHB_08175,CGGMPE_08170,LOEDCI_06960,FNCLAJ_06765
kup,kup,putative potassium transport system protein Kup,FHNNJA_11190,CJHMOJ_03515,HCJMML_04025,LIMHLO_03035,JEILEN_04005,JBIPMC_04070,PEDMFB_11325,PMCJLP_03820,MIJGKE_11325,JCNBHB_11335,CGGMPE_11035,LOEDCI_03985,FNCLAJ_03825
metG,metG,methionine--tRNA ligase,FHNNJA_10905,CJHMOJ_03800,HCJMML_04305,LIMHLO_03310,JEILEN_04285,JBIPMC_04350,PEDMFB_11045,PMCJLP_04100,MIJGKE_11045,JCNBHB_11055,CGGMPE_10755,LOEDCI_04280,FNCLAJ_04105
group_206,,Phage protein,FHNNJA_08635,CJHMOJ_05795,HCJMML_06270,LIMHLO_05215,JEILEN_06525,JBIPMC_06330,PEDMFB_08890,PMCJLP_05955,MIJGKE_08895,JCNBHB_08895,CGGMPE_08890,LOEDCI_06175,FNCLAJ_05960
group_202,ampC,CubicO group peptidase beta-lactamase class C family,FHNNJA_11795,CJHMOJ_02825,HCJMML_03425,LIMHLO_02415,JEILEN_03435,JBIPMC_03465,PEDMFB_11920,PMCJLP_03210,MIJGKE_11920,JCNBHB_11930,CGGMPE_11630,LOEDCI_03440,FNCLAJ_03215
group_201,bglG,Transcriptional antiterminator,FHNNJA_13320,CJHMOJ_01880,HCJMML_01730,LIMHLO_01570,JEILEN_01765,JBIPMC_01745,PEDMFB_14095,PMCJLP_01620,MIJGKE_14030,JCNBHB_14035,CGGMPE_13735,LOEDCI_01875,FNCLAJ_01620
group_198,,hypothetical protein;ABC transporter permease,FHNNJA_07015,CJHMOJ_07365,HCJMML_07800,LIMHLO_06625,JEILEN_08125,JBIPMC_07880;JBIPMC_07875,PEDMFB_07370,PMCJLP_07530,MIJGKE_07375,JCNBHB_07375,CGGMPE_07370,LOEDCI_07765,FNCLAJ_07525
group_196,,Lipoprotein,FHNNJA_09715,CJHMOJ_04675,HCJMML_05250,LIMHLO_04180,JEILEN_05250,JBIPMC_05305,PEDMFB_09895,PMCJLP_04965,MIJGKE_09900,JCNBHB_09905,CGGMPE_09900,LOEDCI_05165,FNCLAJ_04970
rinA,rinA,RinA family phage transcriptional activator,FHNNJA_08675,CJHMOJ_05755,HCJMML_06230,LIMHLO_05175,JEILEN_06485,JBIPMC_06290,PEDMFB_08930,PMCJLP_05915,MIJGKE_08935,JCNBHB_08935,CGGMPE_08930,LOEDCI_06135,FNCLAJ_05920
ftsI,ftsI,Cell division protein FtsI peptidoglycan transpeptidase (Penicillin-binding protein 2),FHNNJA_04400,CJHMOJ_10175,HCJMML_11045,LIMHLO_08855,JEILEN_11195,JBIPMC_11145,PEDMFB_04495,PMCJLP_10010,MIJGKE_04500,JCNBHB_04495,CGGMPE_04495,LOEDCI_11335,FNCLAJ_10280
comGF,comGF,competence type IV pilus minor pilin ComGF,FHNNJA_05850,CJHMOJ_08610,HCJMML_09265,LIMHLO_07760,JEILEN_09280,JBIPMC_09350,PEDMFB_06020,PMCJLP_08755,MIJGKE_06025,JCNBHB_06025,CGGMPE_06020,LOEDCI_09120,FNCLAJ_08750
group_192,,Ig-like domain-containing protein,FHNNJA_04290,CJHMOJ_10270,HCJMML_11190,LIMHLO_08985,JEILEN_11340,JBIPMC_11295,PEDMFB_04355,PMCJLP_10105,MIJGKE_04360,JCNBHB_04355,CGGMPE_04355,LOEDCI_11460,FNCLAJ_10375
group_191,mdoB,Phosphoglycerol transferase MdoB/OpgB AlkP superfamily,FHNNJA_06295,CJHMOJ_08020,HCJMML_08445,LIMHLO_07375,JEILEN_08785,JBIPMC_08525,PEDMFB_06730,PMCJLP_08190,MIJGKE_06735,JCNBHB_06735,CGGMPE_06730,LOEDCI_08420,FNCLAJ_08185
topA,topA,type I DNA topoisomerase,FHNNJA_07125,CJHMOJ_07240,HCJMML_07680,LIMHLO_06515,JEILEN_07970,JBIPMC_07755,PEDMFB_07490,PMCJLP_07410,MIJGKE_07495,JCNBHB_07495,CGGMPE_07490,LOEDCI_07640,FNCLAJ_07405
adaA,adaA,Methylphosphotriester-DNA--protein-cysteine methyltransferase (N-terminal fragment of Ada) contains Zn-binding and two AraC-type DNA-binding domains,FHNNJA_13690,CJHMOJ_01255,HCJMML_01375,LIMHLO_01215,JEILEN_01400,JBIPMC_01385,PEDMFB_01215,PMCJLP_01260,MIJGKE_01215,JCNBHB_01215,CGGMPE_01215,LOEDCI_01505,FNCLAJ_01260
topB,topB,DNA topoisomerase I ssDNA-binding Zn-finger and Zn-ribbon domains,FHNNJA_05750,CJHMOJ_08995,HCJMML_09655,LIMHLO_07855,JEILEN_09645,JBIPMC_09745,PEDMFB_05915,PMCJLP_08850,MIJGKE_05920,JCNBHB_05920,CGGMPE_05915,LOEDCI_09505,FNCLAJ_09115
fusA,fusA,elongation factor G,FHNNJA_00910,CJHMOJ_00750,HCJMML_00875,LIMHLO_00705,JEILEN_00900,JBIPMC_00885,PEDMFB_00720,PMCJLP_00755,MIJGKE_00720,JCNBHB_00720,CGGMPE_00720,LOEDCI_01005,FNCLAJ_00755
malY,malY,Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities,FHNNJA_00130,CJHMOJ_00130,HCJMML_00135,LIMHLO_00130,JEILEN_00130,JBIPMC_00135,PEDMFB_00130,PMCJLP_00130,MIJGKE_00130,JCNBHB_00130,CGGMPE_00130,LOEDCI_00135,FNCLAJ_00130
group_184,,WxL domain-containing protein,FHNNJA_11760,CJHMOJ_02860,HCJMML_03460,LIMHLO_02455,JEILEN_03470,JBIPMC_03500,PEDMFB_11885,PMCJLP_03245,MIJGKE_11885,JCNBHB_11895,CGGMPE_11595,LOEDCI_03475,FNCLAJ_03250
pldB,pldB,Lysophospholipase alpha-beta hydrolase superfamily,FHNNJA_13695,CJHMOJ_01250,HCJMML_01370,LIMHLO_01210,JEILEN_01395,JBIPMC_01380,PEDMFB_01210,PMCJLP_01255,MIJGKE_01210,JCNBHB_01210,CGGMPE_01210,LOEDCI_01500,FNCLAJ_01255
pucR,pucR,DNA-binding transcriptional regulator PucR/PutR family,FHNNJA_05070,CJHMOJ_09375,HCJMML_10035,LIMHLO_08215,JEILEN_10325,JBIPMC_10125,PEDMFB_05225,PMCJLP_09230,MIJGKE_05230,JCNBHB_05230,CGGMPE_05225,LOEDCI_10515,FNCLAJ_09495
group_183,mdoB,Phosphoglycerol transferase MdoB/OpgB AlkP superfamily,FHNNJA_08770,CJHMOJ_05660,HCJMML_06135,LIMHLO_05080,JEILEN_06390,JBIPMC_06195,PEDMFB_09025,PMCJLP_05820,MIJGKE_09030,JCNBHB_09030,CGGMPE_09025,LOEDCI_06040,FNCLAJ_05825
zntA,zntA,Cation-transporting P-type ATPase,FHNNJA_11180,CJHMOJ_03525,HCJMML_04035,LIMHLO_03045,JEILEN_04015,JBIPMC_04080,PEDMFB_11315,PMCJLP_03830,MIJGKE_11315,JCNBHB_11325,CGGMPE_11025,LOEDCI_03995,FNCLAJ_03835
mutM,mutM,DNA-formamidopyrimidine glycosylase,FHNNJA_11160,CJHMOJ_03545,HCJMML_04055,LIMHLO_03065,JEILEN_04035,JBIPMC_04100,PEDMFB_11295,PMCJLP_03850,MIJGKE_11295,JCNBHB_11305,CGGMPE_11005,LOEDCI_04020,FNCLAJ_03855
ydhF,ydhF,putative oxidoreductase YdhF,FHNNJA_11170,CJHMOJ_03535,HCJMML_04045,LIMHLO_03055,JEILEN_04025,JBIPMC_04090,PEDMFB_11305,PMCJLP_03840,MIJGKE_11305,JCNBHB_11315,CGGMPE_11015,LOEDCI_04010,FNCLAJ_03845
rnhC,rnhC,ribonuclease HIII,FHNNJA_08760,CJHMOJ_05670,HCJMML_06145,LIMHLO_05090,JEILEN_06400,JBIPMC_06205,PEDMFB_09015,PMCJLP_05830,MIJGKE_09020,JCNBHB_09020,CGGMPE_09015,LOEDCI_06050,FNCLAJ_05835
elsH,elsH,Metal-dependent hydrolase endonuclease/exonuclease/phosphatase family,FHNNJA_10060,CJHMOJ_04320,HCJMML_04915,LIMHLO_03845,JEILEN_04915,JBIPMC_04970,PEDMFB_10250,PMCJLP_04620,MIJGKE_10250,JCNBHB_10260,CGGMPE_10255,LOEDCI_04810,FNCLAJ_04625
gyrB,gyrB,DNA gyrase/topoisomerase IV subunit B,FHNNJA_11330,CJHMOJ_03375,HCJMML_03890,LIMHLO_02905,JEILEN_03870,JBIPMC_03930,PEDMFB_11465,PMCJLP_03680,MIJGKE_11465,JCNBHB_11475,CGGMPE_11175,LOEDCI_03840,FNCLAJ_03685
group_178,,Lipoprotein,FHNNJA_00435,CJHMOJ_00435,HCJMML_00405,LIMHLO_00420,JEILEN_00410,JBIPMC_00405,PEDMFB_00400,PMCJLP_00435,MIJGKE_00400,JCNBHB_00400,CGGMPE_00400,LOEDCI_00735,FNCLAJ_00435
norM,;norM,MATE efflux family protein;Na+-driven multidrug efflux pump DinF/NorM/MATE family,FHNNJA_12235,CJHMOJ_02385,HCJMML_02980,LIMHLO_02005,JEILEN_02995,JBIPMC_03020,PEDMFB_12730,PMCJLP_02770,MIJGKE_12660,JCNBHB_12670,CGGMPE_12370,LOEDCI_03020;LOEDCI_03015,FNCLAJ_02775
